Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Prev Close,Var%,Var_from_Ini_%,Profit/Loss,Present_Value,Invested,OK
2020-10-19,36.91,36.91,36.91,36.91,0,0,0,,,0.0,5.559999999999945,332.18999999999994,326.63,True
2020-10-20,36.74,36.74,36.74,36.74,0,0,0,36.91,-0.4605797886751417,-0.4605797886751412,4.03000000000003,330.66,326.63,True
2020-10-21,36.07,36.07,36.07,36.07,0,0,0,36.74,-1.8236254763200899,-2.275806014630172,-2.0,324.63,326.63,True
2020-10-22,35.76,35.76,35.76,35.76,0,0,0,36.07,-0.8594399778209083,-3.1156868057436973,-4.7900000000000205,321.84,326.63,True
2020-10-23,36.065,36.065,36.065,36.065,0,0,0,35.76,0.8529082774049179,-2.2893524790029773,-2.045000000000016,324.585,326.63,True
2020-10-26,35.335,35.335,35.335,35.335,0,0,0,36.065,-2.0241231110494806,-4.267136277431579,-8.615000000000009,318.015,326.63,True
2020-10-27,35.49499893188477,35.71500015258789,35.24499893188477,35.24499893188477,51362,0,0,35.335,-0.25470798957188956,-4.510975529978933,-9.425009613037048,317.20499038696295,326.63,True
2020-10-28,35.04499816894531,35.1150016784668,34.47999954223633,34.650001525878906,69851,0,0,35.24499893188477,-1.6881754122216597,-6.122997762452155,-14.77998626708984,311.85001373291016,326.63,True
